type,time,relative_position,speed
human,6.2,10.29,3.98
human,6.3,10.7,4.08
human,6.4,11.12,4.17
human,6.5,11.54,4.27
human,6.6,11.98,4.37
human,6.7,12.43,4.47
human,6.8,12.88,4.57
human,6.9,13.35,4.67
human,7,13.83,4.76
human,7.1,14.31,4.86
human,7.2,14.81,4.96
human,7.3,15.32,5.06
human,7.4,15.83,5.16
human,7.5,16.36,5.26
human,7.6,16.89,5.35
human,7.7,17.44,5.45
human,7.8,17.99,5.55
human,7.9,18.56,5.65
human,8,19.13,5.75
human,8.1,19.72,5.85
human,8.2,20.31,5.95
human,8.3,20.92,6.04
human,8.4,21.53,6.14
human,8.5,22.15,6.24
human,8.6,22.79,6.34
human,8.7,23.43,6.44
human,8.8,24.09,6.54
human,8.9,24.75,6.63
human,9,25.42,6.73
human,9.1,26.11,6.83
human,9.2,26.8,6.93
human,9.3,27.5,7.03
human,9.4,28.21,7.13
human,9.5,28.94,7.22
human,9.6,29.67,7.32
human,9.7,30.41,7.42
human,9.8,31.16,7.52
human,9.9,31.92,7.62
human,10,32.7,7.72
human,10.1,33.48,7.81
human,10.2,34.27,7.91
human,10.3,35.07,7.99
human,10.4,35.87,8.07
human,10.5,36.69,8.14
human,10.6,37.51,8.21
human,10.7,38.34,8.26
human,10.8,39.17,8.32
human,10.9,40,8.36
human,11,40.84,8.41
human,11.1,41.69,8.44
human,11.2,42.54,8.48
human,11.3,43.39,8.51
human,11.4,44.24,8.54
human,11.5,45.1,8.56
human,11.6,45.96,8.58
human,11.7,46.82,8.6
human,11.8,47.68,8.62
human,11.9,48.54,8.64
human,12,49.41,8.65
human,12.1,50.27,8.66
human,12.2,51.14,8.67
human,12.3,52.01,8.68
human,12.4,52.88,8.69
human,12.5,53.75,8.7
human,12.6,54.62,8.71
human,12.7,55.49,8.71
human,12.8,56.36,8.72
human,12.9,57.23,8.72
human,13,58.11,8.73
human,13.1,58.98,8.73
human,13.2,59.85,8.74
human,13.3,60.73,8.74
human,13.4,61.6,8.74
human,13.5,62.47,8.75
human,13.6,63.35,8.75
human,13.7,64.22,8.75
human,13.8,65.1,8.75
human,13.9,65.98,8.75
human,14,66.85,8.76
human,14.1,67.73,8.76
human,14.2,68.6,8.76
human,14.3,69.48,8.76
human,14.4,70.35,8.76
human,14.5,71.23,8.76
human,14.6,72.11,8.76
human,14.7,72.98,8.76
human,14.8,73.86,8.77
human,14.9,74.74,8.77
human,15,75.61,8.77
human,15.1,76.49,8.77
human,15.2,77.37,8.77
human,15.3,78.24,8.77
human,15.4,79.12,8.77
human,15.5,80,8.77
human,15.6,80.88,8.77
human,15.7,81.75,8.77
human,15.8,82.63,8.77
human,15.9,83.51,8.77
human,16,84.38,8.77
human,16.1,85.26,8.77
human,16.2,86.14,8.77
human,16.3,87.02,8.78
human,16.4,87.89,8.78
human,16.5,88.77,8.78
human,16.6,89.65,8.78
human,16.7,90.53,8.78
human,16.8,91.41,8.78
human,16.9,92.28,8.78
human,17,93.16,8.78
human,17.1,94.04,8.78
human,17.2,94.92,8.78
human,17.3,95.79,8.78
human,17.4,96.67,8.78
human,17.5,97.55,8.78
human,17.6,98.43,8.78
human,17.7,99.31,8.78
human,17.8,100.18,8.78
human,17.9,101.06,8.78
human,18,101.94,8.78
human,18.1,102.82,8.78
human,18.2,103.7,8.78
human,18.3,104.57,8.78
human,18.4,105.45,8.78
human,18.5,106.33,8.78
human,18.6,107.21,8.78
human,18.7,108.09,8.78
human,18.8,108.96,8.78
human,18.9,109.84,8.78
human,19,110.72,8.78
human,19.1,111.6,8.78
human,19.2,112.48,8.78
human,19.3,113.35,8.78
human,19.4,114.23,8.78
human,19.5,115.11,8.77
human,19.6,115.99,8.77
human,19.7,116.86,8.77
human,19.8,117.74,8.77
human,19.9,118.62,8.77
human,20,119.49,8.77
human,20.1,120.37,8.76
human,20.2,121.25,8.76
human,20.3,122.12,8.76
human,20.4,123,8.76
human,20.5,123.87,8.75
human,20.6,124.75,8.75
human,20.7,125.62,8.75
human,20.8,126.5,8.75
human,20.9,127.37,8.74
human,21,128.25,8.74
human,21.1,129.12,8.74
human,21.2,129.99,8.73
human,21.3,130.87,8.73
human,21.4,131.74,8.73
human,21.5,132.61,8.72
human,21.6,133.48,8.72
human,21.7,134.35,8.71
human,21.8,135.22,8.71
human,21.9,136.09,8.71
human,22,136.97,8.7
human,22.1,137.83,8.7
human,22.2,138.7,8.69
human,22.3,139.57,8.69
human,22.4,140.44,8.68
human,22.5,141.31,8.68
human,22.6,142.18,8.67
human,22.7,143.04,8.67
human,22.8,143.91,8.66
human,22.9,144.77,8.65
human,23,145.64,8.65
human,23.1,146.5,8.64
human,23.2,147.36,8.63
human,23.3,148.23,8.62
human,23.4,149.09,8.6
human,23.5,149.94,8.59
human,23.6,150.8,8.57
human,23.7,151.66,8.56
human,23.8,152.51,8.54
human,23.9,153.37,8.53
human,24,154.22,8.51
human,24.1,155.07,8.5
human,24.2,155.91,8.48
human,24.3,156.76,8.47
human,24.4,157.61,8.46
human,24.5,158.45,8.45
human,24.6,159.3,8.44
human,24.7,160.14,8.42
human,24.8,160.98,8.41
human,24.9,161.82,8.4
human,25,162.66,8.39
human,25.1,163.5,8.37
human,25.2,164.33,8.36
human,25.3,165.17,8.34
human,25.4,166,8.32
human,25.5,166.83,8.3
human,25.6,167.66,8.28
human,25.7,168.48,8.25
human,25.8,169.3,8.22
human,25.9,170.12,8.19
human,26,170.94,8.16
human,26.1,171.75,8.12
human,26.2,172.56,8.08
human,26.3,173.36,8.03
human,26.4,174.16,7.98
human,26.5,174.95,7.92
human,26.6,175.74,7.85
human,26.7,176.51,7.77
human,26.8,177.28,7.68
human,26.9,178.04,7.59
human,27,178.79,7.49
human,27.1,179.53,7.38
human,27.2,180.25,7.26
human,27.3,180.97,7.15
human,27.4,181.67,7.02
human,27.5,182.36,6.89
human,27.6,183.03,6.76
human,27.7,183.69,6.62
human,27.8,184.34,6.48
human,27.9,184.98,6.33
human,28,185.59,6.18
human,28.1,186.2,6.03
human,28.2,186.79,5.88
human,28.3,187.36,5.73
human,28.4,187.92,5.57
human,28.5,188.46,5.42
human,28.6,188.98,5.26
human,28.7,189.49,5.1
human,28.8,189.99,4.94
human,28.9,190.47,4.78
human,29,190.93,4.63
human,29.1,191.38,4.47
human,29.2,191.81,4.31
human,29.3,192.22,4.15
human,29.4,192.62,4
human,29.5,193.01,3.84
human,29.6,193.38,3.69
human,29.7,193.73,3.54
human,29.8,194.07,3.39
human,29.9,194.39,3.24
human,30,194.7,3.09
human,30.1,195,2.96
human,30.2,195.28,2.82
human,30.3,195.55,2.69
human,30.4,195.8,2.55
human,30.5,196.04,2.41
human,30.6,196.27,2.27
human,30.7,196.49,2.14
human,30.8,196.69,2.01
human,30.9,196.9,2.1
human,31,197.11,2.14
human,31.1,197.32,2.14
human,31.2,197.53,2.09
human,31.3,197.73,2
human,31.4,197.92,1.89
human,31.5,198.1,1.76
human,31.6,198.26,1.63
human,31.7,198.41,1.49
human,31.8,198.55,1.37
human,31.9,198.67,1.24
human,32,198.79,1.13
human,32.1,198.89,1.03
human,32.2,198.98,0.93
human,32.3,199.07,0.85
human,32.4,199.14,0.77
human,32.5,199.21,0.7
human,32.6,199.28,0.63
human,32.7,199.33,0.57
human,32.8,199.39,0.52
human,32.9,199.43,0.47
human,33,199.48,0.43
human,33.1,199.51,0.39
human,33.2,199.55,0.35
human,33.3,199.58,0.32
human,33.4,199.61,0.29
human,33.5,199.64,0.26
human,33.6,199.66,0.24
human,33.7,199.68,0.22
human,33.8,199.7,0.2
human,33.9,199.72,0.18
human,34,199.74,0.16
human,34.1,199.75,0.15
human,34.2,199.77,0.13
human,34.3,199.78,0.12
human,34.4,199.79,0.11
human,34.5,199.8,0.1
human,34.6,199.81,0.09
human,34.7,199.82,0.08
human,34.8,199.82,0.08
human,34.9,199.83,0.07
human,35,199.84,0.06
human,35.1,199.84,0.06
human,35.2,199.85,0.05
human,35.3,199.85,0.02
human,35.4,199.86,0.12
human,35.5,199.86,0
human,35.6,199.86,0
human,35.7,199.86,0
human,35.8,199.86,0
human,35.9,199.86,0
human,36,199.86,0
human,36.1,199.86,0
human,36.2,199.86,0
human,36.3,199.86,0
human,36.4,199.86,0
human,36.5,199.86,0
human,36.6,199.86,0
human,36.7,199.87,0.1
human,36.8,199.87,0
human,36.9,199.87,0
human,37,199.87,0
human,37.1,199.87,0
human,37.2,199.87,0
human,37.3,199.87,0
human,37.4,199.87,0
human,37.5,199.87,0
human,37.6,199.87,0
human,37.7,199.87,0
human,37.8,199.87,0
human,37.9,199.87,0
human,38,199.87,0
human,38.1,199.87,0
human,38.2,199.87,0
human,38.3,199.88,0.1
human,38.4,199.88,0
human,38.5,199.89,0.1
human,38.6,199.89,0
human,38.7,199.89,0
human,38.8,199.89,0
human,38.9,199.89,0
human,39,199.89,0
human,39.1,199.89,0
human,39.2,199.89,0
human,39.3,199.89,0
human,39.4,199.89,0
human,39.5,199.89,0
human,39.6,199.89,0
human,39.7,199.89,0
human,39.8,199.89,0
human,39.9,199.89,0
human,40,199.89,0
human,40.1,199.89,0
human,40.2,199.89,0
human,40.3,199.89,0
human,40.4,199.89,0
human,40.5,199.89,0
human,40.6,199.89,0
human,40.7,199.89,0
human,40.8,199.89,0
human,40.9,199.89,0
human,41,199.89,0
human,41.1,199.89,0
human,41.2,199.89,0
human,41.3,199.89,0
human,41.4,199.89,0
human,41.5,199.89,0
human,41.6,199.89,0
human,41.7,199.89,0
human,41.8,199.89,0
human,41.9,199.89,0
human,42,199.89,0
human,42.1,199.89,0
human,42.2,199.89,0
human,42.3,199.89,0
human,42.4,199.89,0
human,42.5,199.89,0
human,42.6,199.89,0
human,42.7,199.89,0
human,42.8,199.89,0
human,42.9,199.89,0
human,43,199.89,0
human,43.1,199.89,0
human,43.2,199.89,0
human,43.3,199.89,0
human,43.4,199.89,0
human,43.5,199.89,0
human,43.6,199.89,0
human,43.7,199.89,0
human,43.8,199.89,0
human,43.9,199.89,0
human,44,199.89,0
human,44.1,199.89,0
human,44.2,199.89,0
human,44.3,199.89,0
human,44.4,199.89,0
human,44.5,199.89,0
human,44.6,199.89,0
human,44.7,199.89,0
human,44.8,199.89,0
human,44.9,199.89,0
human,45,199.89,0
human,45.1,199.89,0
human,45.2,199.89,0
human,45.3,199.89,0
human,45.4,199.89,0
human,45.5,199.89,0
human,45.6,199.89,0
human,45.7,199.89,0
human,45.8,199.89,0
human,45.9,199.89,0
human,46,199.89,0
human,46.1,199.89,0
human,46.2,199.89,0
human,46.3,199.89,0
human,46.4,199.89,0
human,46.5,199.89,0
human,46.6,199.89,0
human,46.7,199.89,0
human,46.8,199.89,0
human,46.9,199.89,0
human,47,199.89,0
human,47.1,199.89,0
human,47.2,199.89,0
human,47.3,199.89,0
human,47.4,199.89,0
human,47.5,199.89,0
human,47.6,199.89,0
human,47.7,199.89,0
human,47.8,199.89,0
human,47.9,199.89,0
human,48,199.89,0
human,48.1,199.89,0
human,48.2,199.89,0
human,48.3,199.89,0
human,48.4,199.89,0
human,48.5,199.89,0
human,48.6,199.89,0
human,48.7,199.89,0
human,48.8,199.89,0
human,48.9,199.89,0
human,49,199.89,0
human,49.1,199.89,0
human,49.2,199.89,0
human,49.3,199.89,0
human,49.4,199.89,0
human,49.5,199.89,0
human,49.6,199.89,0
human,49.7,199.89,0
human,49.8,199.89,0
human,49.9,199.89,0
human,50,199.89,0
human,50.1,199.89,0
human,50.2,199.89,0
human,50.3,199.89,0
human,50.4,199.89,0
human,50.5,199.89,0
human,50.6,199.89,0
human,50.7,199.89,0
human,50.8,199.89,0
human,50.9,199.89,0
human,51,199.89,0
human,51.1,199.89,0
human,51.2,199.89,0
human,51.3,199.89,0
human,51.4,199.89,0
human,51.5,199.89,0
human,51.6,199.89,0
human,51.7,199.89,0
human,51.8,199.89,0
human,51.9,199.89,0
human,52,199.89,0
human,52.1,199.89,0
human,52.2,199.89,0
human,52.3,199.89,0
human,52.4,199.89,0
human,52.5,199.89,0
human,52.6,199.89,0
human,52.7,199.89,0
human,52.8,199.89,0
human,52.9,199.89,0
human,53,199.89,0
human,53.1,199.89,0
human,53.2,199.89,0
human,53.3,199.89,0
human,53.4,199.89,0
human,53.5,199.89,0
human,53.6,199.89,0
human,53.7,199.89,0
human,53.8,199.89,0
human,53.9,199.89,0
human,54,199.89,0
human,54.1,199.89,0
human,54.2,199.89,0
human,54.3,199.89,0
human,54.4,199.89,0
human,54.5,199.89,0
human,54.6,199.89,0
human,54.7,199.89,0
human,54.8,199.89,0
human,54.9,199.89,0
human,55,199.89,0
human,55.1,199.89,0
human,55.2,199.89,0
human,55.3,199.89,0
human,55.4,199.89,0
human,55.5,199.89,0
human,55.6,199.89,0
human,55.7,199.89,0
human,55.8,199.89,0
human,55.9,199.89,0
human,56,199.89,0
human,56.1,199.89,0
human,56.2,199.89,0
human,56.3,199.89,0
human,56.4,199.89,0
human,56.5,199.89,0
human,56.6,199.89,0
human,56.7,199.89,0
human,56.8,199.89,0
human,56.9,199.89,0
human,57,199.89,0
human,57.1,199.89,0
human,57.2,199.89,0
human,57.3,199.89,0
human,57.4,199.89,0
human,57.5,199.89,0
human,57.6,199.89,0
human,57.7,199.89,0
human,57.8,199.89,0
human,57.9,199.89,0
human,58,199.89,0
human,58.1,199.89,0
human,58.2,199.89,0
human,58.3,199.89,0
human,58.4,199.89,0
human,58.5,199.89,0
human,58.6,199.89,0
human,58.7,199.89,0
human,58.8,199.89,0
human,58.9,199.89,0
human,37,5.1,7.24
human,37.1,5.83,7.28
human,37.2,6.56,7.33
human,37.3,7.3,7.37
human,37.4,8.04,7.42
human,37.5,8.79,7.46
human,37.6,9.54,7.51
human,37.7,10.29,7.55
human,37.8,11.05,7.59
human,37.9,11.81,7.63
human,38,12.58,7.67
human,38.1,13.35,7.7
human,38.2,14.12,7.74
human,38.3,14.9,7.78
human,38.4,15.68,7.82
human,38.5,16.47,7.85
human,38.6,17.26,7.89
human,38.7,18.05,7.93
human,38.8,18.85,7.97
human,38.9,19.65,8.01
human,39,20.45,8.04
human,39.1,21.26,8.08
human,39.2,22.07,8.12
human,39.3,22.89,8.16
human,39.4,23.71,8.2
human,39.5,24.53,8.24
human,39.6,25.36,8.28
human,39.7,26.19,8.32
human,39.8,27.03,8.36
human,39.9,27.87,8.39
human,40,28.71,8.43
human,40.1,29.56,8.47
human,40.2,30.41,8.5
human,40.3,31.26,8.54
human,40.4,32.12,8.57
human,40.5,32.98,8.6
human,40.6,33.84,8.63
human,40.7,34.71,8.66
human,40.8,35.58,8.69
human,40.9,36.45,8.72
human,41,37.32,8.75
human,41.1,38.2,8.77
human,41.2,39.08,8.8
human,41.3,39.96,8.82
human,41.4,40.85,8.84
human,41.5,41.74,8.87
human,41.6,42.62,8.89
human,41.7,43.51,8.91
human,41.8,44.41,8.93
human,41.9,45.3,8.95
human,42,46.2,8.96
human,42.1,47.1,8.98
human,42.2,48,9
human,42.3,48.9,9.01
human,42.4,49.8,9.03
human,42.5,50.71,9.04
human,42.6,51.61,9.06
human,42.7,52.52,9.07
human,42.8,53.43,9.08
human,42.9,54.34,9.1
human,43,55.25,9.11
human,43.1,56.16,9.12
human,43.2,57.07,9.13
human,43.3,57.99,9.14
human,43.4,58.9,9.15
human,43.5,59.82,9.16
human,43.6,60.73,9.17
human,43.7,61.65,9.18
human,43.8,62.57,9.19
human,43.9,63.49,9.2
human,44,64.41,9.21
human,44.1,65.33,9.21
human,44.2,66.26,9.22
human,44.3,67.18,9.23
human,44.4,68.1,9.24
human,44.5,69.03,9.25
human,44.6,69.95,9.25
human,44.7,70.88,9.26
human,44.8,71.8,9.27
human,44.9,72.73,9.27
human,45,73.66,9.28
human,45.1,74.59,9.28
human,45.2,75.52,9.29
human,45.3,76.45,9.3
human,45.4,77.38,9.3
human,45.5,78.31,9.31
human,45.6,79.24,9.31
human,45.7,80.17,9.32
human,45.8,81.1,9.32
human,45.9,82.04,9.33
human,46,82.97,9.33
human,46.1,83.9,9.34
human,46.2,84.84,9.34
human,46.3,85.77,9.35
human,46.4,86.71,9.35
human,46.5,87.64,9.35
human,46.6,88.58,9.36
human,46.7,89.51,9.36
human,46.8,90.45,9.37
human,46.9,91.39,9.37
human,47,92.33,9.37
human,47.1,93.26,9.38
human,47.2,94.2,9.38
human,47.3,95.14,9.38
human,47.4,96.08,9.39
human,47.5,97.02,9.39
human,47.6,97.96,9.39
human,47.7,98.9,9.39
human,47.8,99.84,9.4
human,47.9,100.78,9.4
human,48,101.72,9.4
human,48.1,102.66,9.4
human,48.2,103.6,9.4
human,48.3,104.54,9.41
human,48.4,105.48,9.41
human,48.5,106.42,9.41
human,48.6,107.36,9.41
human,48.7,108.3,9.41
human,48.8,109.24,9.41
human,48.9,110.18,9.41
human,49,111.12,9.41
human,49.1,112.07,9.41
human,49.2,113.01,9.41
human,49.3,113.95,9.41
human,49.4,114.89,9.41
human,49.5,115.83,9.41
human,49.6,116.77,9.41
human,49.7,117.71,9.41
human,49.8,118.65,9.41
human,49.9,119.6,9.41
human,50,120.54,9.41
human,50.1,121.48,9.4
human,50.2,122.42,9.4
human,50.3,123.36,9.4
human,50.4,124.29,9.39
human,50.5,125.23,9.39
human,50.6,126.17,9.38
human,50.7,127.11,9.37
human,50.8,128.05,9.36
human,50.9,128.98,9.36
human,51,129.92,9.35
human,51.1,130.85,9.34
human,51.2,131.78,9.32
human,51.3,132.71,9.31
human,51.4,133.64,9.3
human,51.5,134.57,9.28
human,51.6,135.5,9.27
human,51.7,136.42,9.25
human,51.8,137.35,9.23
human,51.9,138.27,9.21
human,52,139.19,9.19
human,52.1,140.1,9.16
human,52.2,141.02,9.14
human,52.3,141.93,9.11
human,52.4,142.84,9.08
human,52.5,143.74,9.05
human,52.6,144.64,9.02
human,52.7,145.54,8.99
human,52.8,146.44,8.95
human,52.9,147.33,8.91
human,53,148.21,8.87
human,53.1,149.1,8.82
human,53.2,149.97,8.77
human,53.3,150.85,8.72
human,53.4,151.71,8.67
human,53.5,152.57,8.61
human,53.6,153.43,8.55
human,53.7,154.28,8.49
human,53.8,155.12,8.42
human,53.9,155.95,8.34
human,54,156.78,8.26
human,54.1,157.59,8.16
human,54.2,158.4,8.06
human,54.3,159.2,7.95
human,54.4,159.98,7.83
human,54.5,160.75,7.7
human,54.6,161.51,7.57
human,54.7,162.25,7.43
human,54.8,162.98,7.28
human,54.9,163.69,7.13
human,55,164.39,6.97
human,55.1,165.07,6.81
human,55.2,165.73,6.64
human,55.3,166.38,6.47
human,55.4,167.01,6.29
human,55.5,167.62,6.11
human,55.6,168.21,5.93
human,55.7,168.78,5.74
human,55.8,169.34,5.54
human,55.9,169.87,5.34
human,56,170.39,5.15
human,56.1,170.88,4.94
human,56.2,171.36,4.74
human,56.3,171.81,4.54
human,56.4,172.25,4.34
human,56.5,172.66,4.14
human,56.6,173.05,3.95
human,56.7,173.43,3.76
human,56.8,173.79,3.57
human,56.9,174.13,3.38
human,57,174.44,3.2
human,57.1,174.75,3.01
human,57.2,175.03,2.81
human,57.3,175.29,2.62
human,57.4,175.53,2.43
human,57.5,175.75,2.24
human,57.6,175.96,2.05
human,57.7,176.15,1.86
human,57.8,176.32,1.69
human,57.9,176.47,1.52
human,58,176.6,1.36
human,58.1,176.72,1.21
human,58.2,176.83,1.08
human,58.3,176.93,0.95
human,58.4,177.01,0.83
human,58.5,177.08,0.73
human,58.6,177.15,0.63
human,58.7,177.2,0.54
human,58.8,177.25,0.46
human,58.9,177.29,0.39
human,40.6,5.1,4.49
human,40.7,5.56,4.59
human,40.8,6.03,4.69
human,40.9,6.51,4.79
human,41,6.99,4.89
human,41.1,7.49,4.98
human,41.2,8,5.08
human,41.3,8.52,5.18
human,41.4,9.05,5.28
human,41.5,9.59,5.38
human,41.6,10.13,5.48
human,41.7,10.69,5.58
human,41.8,11.26,5.68
human,41.9,11.84,5.78
human,42,12.42,5.87
human,42.1,13.02,5.97
human,42.2,13.63,6.07
human,42.3,14.25,6.17
human,42.4,14.87,6.27
human,42.5,15.51,6.37
human,42.6,16.16,6.47
human,42.7,16.81,6.57
human,42.8,17.48,6.66
human,42.9,18.16,6.76
human,43,18.84,6.86
human,43.1,19.54,6.96
human,43.2,20.24,7.06
human,43.3,20.96,7.16
human,43.4,21.69,7.26
human,43.5,22.42,7.36
human,43.6,23.17,7.45
human,43.7,23.92,7.55
human,43.8,24.69,7.65
human,43.9,25.46,7.75
human,44,26.25,7.85
human,44.1,27.04,7.95
human,44.2,27.85,8.04
human,44.3,28.66,8.14
human,44.4,29.48,8.24
human,44.5,30.32,8.34
human,44.6,31.16,8.43
human,44.7,32.01,8.53
human,44.8,32.88,8.63
human,44.9,33.75,8.73
human,45,34.63,8.82
human,45.1,35.52,8.92
human,45.2,36.43,9.02
human,45.3,37.34,9.11
human,45.4,38.26,9.21
human,45.5,39.19,9.31
human,45.6,40.13,9.4
human,45.7,41.08,9.5
human,45.8,42.04,9.59
human,45.9,43.01,9.69
human,46,43.99,9.78
human,46.1,44.97,9.88
human,46.2,45.97,9.97
human,46.3,46.98,10.06
human,46.4,47.99,10.16
human,46.5,49.02,10.25
human,46.6,50.05,10.34
human,46.7,51.09,10.43
human,46.8,52.15,10.51
human,46.9,53.2,10.59
human,47,54.27,10.66
human,47.1,55.34,10.73
human,47.2,56.42,10.79
human,47.3,57.51,10.84
human,47.4,58.6,10.89
human,47.5,59.69,10.94
human,47.6,60.79,10.98
human,47.7,61.89,11.02
human,47.8,62.99,11.05
human,47.9,64.1,11.09
human,48,65.21,11.11
human,48.1,66.33,11.14
human,48.2,67.44,11.16
human,48.3,68.56,11.18
human,48.4,69.68,11.2
human,48.5,70.8,11.21
human,48.6,71.93,11.22
human,48.7,73.05,11.23
human,48.8,74.17,11.24
human,48.9,75.3,11.25
human,49,76.42,11.25
human,49.1,77.55,11.26
human,49.2,78.68,11.26
human,49.3,79.8,11.26
human,49.4,80.93,11.26
human,49.5,82.05,11.26
human,49.6,83.18,11.25
human,49.7,84.3,11.25
human,49.8,85.43,11.24
human,49.9,86.55,11.24
human,50,87.67,11.23
human,50.1,88.8,11.22
human,50.2,89.92,11.21
human,50.3,91.04,11.2
human,50.4,92.16,11.18
human,50.5,93.27,11.17
human,50.6,94.39,11.15
human,50.7,95.5,11.14
human,50.8,96.61,11.12
human,50.9,97.72,11.1
human,51,98.83,11.08
human,51.1,99.94,11.06
human,51.2,101.04,11.04
human,51.3,102.14,11.01
human,51.4,103.24,10.98
human,51.5,104.34,10.96
human,51.6,105.43,10.93
human,51.7,106.52,10.89
human,51.8,107.6,10.85
human,51.9,108.69,10.81
human,52,109.76,10.76
human,52.1,110.83,10.7
human,52.2,111.9,10.64
human,52.3,112.95,10.58
human,52.4,114,10.51
human,52.5,115.05,10.43
human,52.6,116.08,10.35
human,52.7,117.11,10.26
human,52.8,118.13,10.18
human,52.9,119.13,10.08
human,53,120.13,9.99
human,53.1,121.12,9.89
human,53.2,122.1,9.78
human,53.3,123.07,9.68
human,53.4,124.02,9.56
human,53.5,124.97,9.45
human,53.6,125.9,9.33
human,53.7,126.82,9.21
human,53.8,127.73,9.09
human,53.9,128.63,8.96
human,54,129.51,8.83
human,54.1,130.38,8.7
human,54.2,131.24,8.56
human,54.3,132.08,8.42
human,54.4,132.91,8.28
human,54.5,133.72,8.14
human,54.6,134.52,7.99
human,54.7,135.3,7.84
human,54.8,136.07,7.7
human,54.9,136.83,7.54
human,55,137.57,7.39
human,55.1,138.29,7.24
human,55.2,139,7.08
human,55.3,139.69,6.93
human,55.4,140.37,6.77
human,55.5,141.03,6.61
human,55.6,141.67,6.45
human,55.7,142.3,6.29
human,55.8,142.92,6.13
human,55.9,143.51,5.97
human,56,144.09,5.81
human,56.1,144.66,5.65
human,56.2,145.21,5.49
human,56.3,145.74,5.32
human,56.4,146.26,5.16
human,56.5,146.76,5
human,56.6,147.24,4.84
human,56.7,147.71,4.68
human,56.8,148.16,4.53
human,56.9,148.6,4.37
human,57,149.02,4.21
human,57.1,149.43,4.06
human,57.2,149.82,3.9
human,57.3,150.19,3.75
human,57.4,150.55,3.6
human,57.5,150.9,3.45
human,57.6,151.23,3.3
human,57.7,151.54,3.15
human,57.8,151.84,3.01
human,57.9,152.13,2.86
human,58,152.4,2.72
human,58.1,152.66,2.57
human,58.2,152.9,2.41
human,58.3,153.12,2.25
human,58.4,153.33,2.08
human,58.5,153.52,1.92
human,58.6,153.7,1.75
human,58.7,153.86,1.6
human,58.8,154,1.44
human,58.9,154.13,1.3
human,44.2,5.1,0.44
human,44.3,5.15,0.54
human,44.4,5.22,0.64
human,44.5,5.29,0.74
human,44.6,5.38,0.84
human,44.7,5.47,0.93
human,44.8,5.57,1.03
human,44.9,5.68,1.13
human,45,5.81,1.23
human,45.1,5.94,1.33
human,45.2,6.08,1.42
human,45.3,6.23,1.52
human,45.4,6.4,1.62
human,45.5,6.57,1.72
human,45.6,6.75,1.82
human,45.7,6.94,1.92
human,45.8,7.14,2.02
human,45.9,7.36,2.11
human,46,7.58,2.21
human,46.1,7.81,2.31
human,46.2,8.05,2.41
human,46.3,8.3,2.51
human,46.4,8.56,2.61
human,46.5,8.83,2.71
human,46.6,9.11,2.8
human,46.7,9.4,2.9
human,46.8,9.7,3
human,46.9,10.01,3.1
human,47,10.33,3.2
human,47.1,10.66,3.3
human,47.2,11,3.4
human,47.3,11.35,3.5
human,47.4,11.71,3.59
human,47.5,12.08,3.69
human,47.6,12.46,3.79
human,47.7,12.85,3.89
human,47.8,13.25,3.99
human,47.9,13.66,4.09
human,48,14.07,4.19
human,48.1,14.5,4.29
human,48.2,14.94,4.38
human,48.3,15.39,4.48
human,48.4,15.85,4.58
human,48.5,16.32,4.68
human,48.6,16.79,4.78
human,48.7,17.28,4.88
human,48.8,17.78,4.98
human,48.9,18.29,5.08
human,49,18.8,5.17
human,49.1,19.33,5.27
human,49.2,19.87,5.37
human,49.3,20.42,5.47
human,49.4,20.97,5.57
human,49.5,21.54,5.67
human,49.6,22.12,5.77
human,49.7,22.7,5.87
human,49.8,23.3,5.96
human,49.9,23.91,6.06
human,50,24.52,6.16
human,50.1,25.15,6.26
human,50.2,25.78,6.36
human,50.3,26.43,6.46
human,50.4,27.09,6.56
human,50.5,27.75,6.66
human,50.6,28.43,6.75
human,50.7,29.11,6.85
human,50.8,29.81,6.95
human,50.9,30.51,7.05
human,51,31.23,7.15
human,51.1,31.95,7.25
human,51.2,32.69,7.35
human,51.3,33.43,7.44
human,51.4,34.19,7.54
human,51.5,34.95,7.64
human,51.6,35.72,7.74
human,51.7,36.51,7.83
human,51.8,37.3,7.91
human,51.9,38.1,7.99
human,52,38.9,8.05
human,52.1,39.71,8.11
human,52.2,40.53,8.17
human,52.3,41.35,8.22
human,52.4,42.18,8.26
human,52.5,43.01,8.3
human,52.6,43.84,8.34
human,52.7,44.68,8.37
human,52.8,45.52,8.39
human,52.9,46.36,8.42
human,53,47.2,8.44
human,53.1,48.05,8.46
human,53.2,48.9,8.48
human,53.3,49.75,8.49
human,53.4,50.6,8.5
human,53.5,51.45,8.51
human,53.6,52.3,8.52
human,53.7,53.15,8.53
