type,time,relative_position,speed
rl,1.4,5.87,2.33
rl,1.5,6.13,2.59
rl,1.6,6.42,2.85
rl,1.7,6.73,3.11
rl,1.8,7.06,3.37
rl,1.9,7.43,3.63
rl,2,7.82,3.89
rl,2.1,8.23,4.15
rl,2.2,8.67,4.41
rl,2.3,9.14,4.67
rl,2.4,9.63,4.93
rl,2.5,10.15,5.19
rl,2.6,10.69,5.45
rl,2.7,11.26,5.71
rl,2.8,11.86,5.97
rl,2.9,12.48,6.23
rl,3,13.13,6.49
rl,3.1,13.8,6.75
rl,3.2,14.51,7.01
rl,3.3,15.23,7.27
rl,3.4,15.98,7.53
rl,3.5,16.76,7.79
rl,3.6,17.57,8.05
rl,3.7,18.4,8.31
rl,3.8,19.25,8.57
rl,3.9,20.14,8.83
rl,4,21.05,9.09
rl,4.1,21.98,9.35
rl,4.2,22.92,9.4
rl,4.3,23.86,9.4
rl,4.4,24.8,9.4
rl,4.5,25.74,9.4
rl,4.6,26.68,9.4
rl,4.7,27.62,9.4
rl,4.8,28.56,9.4
rl,4.9,29.5,9.4
rl,5,30.44,9.4
rl,5.1,31.38,9.4
rl,5.2,32.32,9.4
rl,5.3,33.26,9.4
rl,5.4,34.2,9.4
rl,5.5,35.14,9.4
rl,5.6,36.08,9.4
rl,5.7,37.03,9.4
rl,5.8,37.97,9.4
rl,5.9,38.91,9.4
rl,6,39.85,9.4
rl,6.1,40.79,9.4
rl,6.2,41.73,9.4
rl,6.3,42.67,9.4
rl,6.4,43.61,9.4
rl,6.5,44.55,9.4
rl,6.6,45.49,9.4
rl,6.7,46.43,9.4
rl,6.8,47.37,9.4
rl,6.9,48.31,9.4
rl,7,49.25,9.4
rl,7.1,50.19,9.4
rl,7.2,51.13,9.4
rl,7.3,52.07,9.4
rl,7.4,53.01,9.4
rl,7.5,53.95,9.4
rl,7.6,54.89,9.4
rl,7.7,55.83,9.4
rl,7.8,56.77,9.4
rl,7.9,57.71,9.4
rl,8,58.65,9.4
rl,8.1,59.59,9.4
rl,8.2,60.53,9.4
rl,8.3,61.47,9.4
rl,8.4,62.41,9.4
rl,8.5,63.35,9.4
rl,8.6,64.29,9.4
rl,8.7,65.23,9.4
rl,8.8,66.18,9.4
rl,8.9,67.12,9.4
rl,9,68.06,9.4
rl,9.1,69,9.4
rl,9.2,69.94,9.4
rl,9.3,70.88,9.4
rl,9.4,71.82,9.4
rl,9.5,72.76,9.4
rl,9.6,73.7,9.4
rl,9.7,74.64,9.4
rl,9.8,75.58,9.4
rl,9.9,76.52,9.4
rl,10,77.46,9.4
rl,10.1,78.4,9.4
rl,10.2,79.34,9.4
rl,10.3,80.28,9.4
rl,10.4,81.22,9.4
rl,10.5,82.16,9.4
rl,10.6,83.1,9.4
rl,10.7,84.04,9.4
rl,10.8,84.98,9.4
rl,10.9,85.92,9.4
rl,11,86.86,9.4
rl,11.1,87.8,9.4
rl,11.2,88.74,9.4
rl,11.3,89.68,9.4
rl,11.4,90.62,9.4
rl,11.5,91.56,9.4
rl,11.6,92.5,9.4
rl,11.7,93.44,9.4
rl,11.8,94.38,9.4
rl,11.9,95.33,9.4
rl,12,96.27,9.4
rl,12.1,97.21,9.4
rl,12.2,98.15,9.4
rl,12.3,99.09,9.4
rl,12.4,100.03,9.4
rl,12.5,100.97,9.4
rl,12.6,101.91,9.4
rl,12.7,102.85,9.4
rl,12.8,103.79,9.4
rl,12.9,104.73,9.4
rl,13,105.67,9.4
rl,13.1,106.61,9.4
rl,13.2,107.55,9.4
rl,13.3,108.49,9.4
rl,13.4,109.43,9.4
rl,13.5,110.37,9.4
rl,13.6,111.31,9.4
rl,13.7,112.25,9.4
rl,13.8,113.19,9.4
rl,13.9,114.13,9.4
rl,14,115.07,9.4
rl,14.1,116.01,9.4
rl,14.2,116.95,9.4
rl,14.3,117.89,9.4
rl,14.4,118.83,9.4
rl,14.5,119.77,9.4
rl,14.6,120.71,9.4
rl,14.7,121.65,9.4
rl,14.8,122.59,9.4
rl,14.9,123.53,9.4
rl,15,124.48,9.4
rl,15.1,125.42,9.4
rl,15.2,126.36,9.4
rl,15.3,127.3,9.4
rl,15.4,128.24,9.4
rl,15.5,129.18,9.4
rl,15.6,130.12,9.4
rl,15.7,131.06,9.4
rl,15.8,132,9.4
rl,15.9,132.94,9.4
rl,16,133.88,9.4
rl,16.1,134.82,9.4
rl,16.2,135.76,9.4
rl,16.3,136.7,9.4
rl,16.4,137.64,9.4
rl,16.5,138.58,9.4
rl,16.6,139.52,9.4
rl,16.7,140.46,9.4
rl,16.8,141.4,9.4
rl,16.9,142.34,9.4
rl,17,143.28,9.4
rl,17.1,144.22,9.4
rl,17.2,145.16,9.4
rl,17.3,146.1,9.4
rl,17.4,147.04,9.4
rl,17.5,147.98,9.4
rl,17.6,148.92,9.4
rl,17.7,149.86,9.4
rl,17.8,150.8,9.4
rl,17.9,151.74,9.4
rl,18,152.68,9.4
rl,18.1,153.63,9.4
rl,18.2,154.57,9.4
rl,18.3,155.51,9.4
rl,18.4,156.45,9.4
rl,18.5,157.39,9.4
rl,18.6,158.33,9.4
rl,18.7,159.27,9.4
rl,18.8,160.21,9.4
rl,18.9,161.15,9.4
rl,19,162.09,9.4
rl,19.1,163.03,9.4
rl,19.2,163.97,9.4
rl,19.3,164.91,9.4
rl,19.4,165.85,9.4
rl,19.5,166.79,9.4
rl,19.6,167.73,9.4
rl,19.7,168.67,9.4
rl,19.8,169.61,9.4
rl,19.9,170.55,9.4
rl,20,171.49,9.4
rl,20.1,172.43,9.4
rl,20.2,173.37,9.4
rl,20.3,174.31,9.4
rl,20.4,175.25,9.4
rl,20.5,176.19,9.4
rl,20.6,177.13,9.4
rl,20.7,178.07,9.4
rl,20.8,179.01,9.4
rl,20.9,179.95,9.4
rl,21,180.89,9.4
rl,21.1,181.83,9.4
rl,21.2,182.78,9.4
rl,21.3,183.72,9.4
rl,21.4,184.66,9.4
rl,21.5,185.6,9.4
rl,21.6,186.54,9.4
rl,21.7,187.48,9.4
rl,21.8,188.42,9.4
rl,21.9,189.36,9.4
rl,22,190.3,9.4
rl,22.1,191.24,9.4
rl,22.2,192.18,9.4
rl,22.3,193.12,9.4
rl,22.4,194.06,9.4
rl,22.5,194.94,8.79
rl,22.6,195.77,8.3
rl,22.7,196.56,7.87
rl,22.8,197.3,7.49
rl,22.9,198.02,7.15
rl,23,198.7,6.83
rl,23.1,199.36,6.53
rl,23.2,199.98,6.24
rl,23.3,200.56,5.96
rl,23.4,201.12,5.68
rl,23.5,201.66,5.41
rl,23.6,202.18,5.14
rl,23.7,202.66,4.87
rl,23.8,203.12,4.6
rl,23.9,203.56,4.34
rl,24,203.97,4.08
rl,24.1,204.35,3.82
rl,24.2,204.71,3.57
rl,24.3,205.04,3.33
rl,24.4,205.35,3.09
rl,24.5,205.63,2.86
rl,24.6,205.9,2.64
rl,24.7,206.14,2.43
rl,24.8,206.36,2.24
rl,24.9,206.56,1.99
rl,25,206.75,1.85
rl,25.1,206.91,1.64
rl,25.2,207.07,1.54
rl,25.3,207.21,1.42
rl,25.4,207.34,1.3
rl,25.5,207.45,1.13
rl,25.6,207.56,1.07
rl,25.7,207.64,0.86
rl,25.8,207.7,0.56
rl,25.9,207.73,0.34
rl,26,207.79,0.54
rl,26.1,207.85,0.62
rl,26.2,207.88,0.33
rl,26.3,207.93,0.48
rl,26.4,207.98,0.49
rl,26.5,208.04,0.58
rl,26.6,208.09,0.55
rl,26.7,208.14,0.46
rl,26.8,208.15,0.16
rl,26.9,208.19,0.36
rl,27,208.23,0.43
rl,27.1,208.27,0.35
rl,27.2,208.3,0.34
rl,27.3,208.33,0.29
rl,27.4,208.33,0
rl,27.5,208.33,0
rl,27.6,208.33,0
rl,27.7,208.33,0
rl,27.8,208.33,0
rl,27.9,208.36,0.26
rl,28,208.38,0.27
rl,28.1,208.38,0
rl,28.2,208.41,0.26
rl,28.3,208.41,0
rl,28.4,208.41,0
rl,28.5,208.41,0
rl,28.6,208.41,0
rl,28.7,208.44,0.26
rl,28.8,208.44,0.02
rl,28.9,208.44,0
rl,29,208.46,0.26
rl,29.1,208.46,0
rl,29.2,208.49,0.23
rl,29.3,208.49,0
rl,29.4,208.51,0.26
rl,29.5,208.51,0
rl,29.6,208.54,0.26
rl,29.7,208.54,0
rl,29.8,208.54,0.03
rl,29.9,208.57,0.26
rl,30,208.57,0
rl,30.1,208.59,0.22
rl,30.2,208.59,0
rl,30.3,208.59,0
rl,30.4,208.62,0.26
rl,30.5,208.62,0
rl,30.6,208.62,0
rl,30.7,208.63,0.13
rl,30.8,208.63,0
rl,30.9,208.63,0
rl,31,208.63,0
rl,31.1,208.63,0
rl,31.2,208.63,0
rl,31.3,208.63,0
rl,31.4,208.63,0
rl,31.5,208.63,0
rl,31.6,208.63,0
rl,31.7,208.63,0
rl,31.8,208.63,0
rl,31.9,208.63,0
rl,32,208.63,0
rl,32.1,208.63,0
rl,32.2,208.63,0
rl,32.3,208.63,0
rl,32.4,208.63,0
rl,32.5,208.63,0
rl,32.6,208.63,0
rl,32.7,208.63,0
rl,32.8,208.63,0
rl,32.9,208.63,0
rl,33,208.63,0
rl,33.1,208.63,0
rl,33.2,208.63,0
rl,33.3,208.63,0
rl,33.4,208.63,0
rl,33.5,208.63,0
rl,33.6,208.63,0
rl,33.7,208.63,0
rl,33.8,208.63,0
rl,33.9,208.63,0
rl,34,208.63,0
rl,34.1,208.63,0
rl,34.2,208.63,0
rl,34.3,208.63,0
rl,34.4,208.63,0
rl,34.5,208.63,0
rl,34.6,208.63,0
rl,34.7,208.63,0
rl,34.8,208.63,0
rl,34.9,208.63,0
rl,35,208.63,0
rl,35.1,208.63,0
rl,35.2,208.63,0
rl,35.3,208.63,0
rl,35.4,208.63,0
rl,35.5,208.63,0
rl,35.6,208.63,0
rl,35.7,208.63,0
rl,35.8,208.63,0
rl,35.9,208.63,0
rl,36,208.63,0
rl,36.1,208.63,0
rl,36.2,208.63,0
rl,36.3,208.63,0
rl,36.4,208.63,0
rl,36.5,208.63,0
rl,36.6,208.63,0
rl,36.7,208.63,0
rl,36.8,208.63,0
rl,36.9,208.63,0
rl,37,208.63,0
rl,37.1,208.63,0
rl,37.2,208.63,0
rl,37.3,208.63,0
rl,37.4,208.63,0
rl,37.5,208.63,0
rl,37.6,208.63,0
rl,37.7,208.63,0
rl,37.8,208.63,0
rl,37.9,208.63,0
rl,38,208.63,0
rl,38.1,208.63,0
rl,38.2,208.63,0
rl,38.3,208.63,0
rl,38.4,208.63,0
rl,38.5,208.63,0
rl,38.6,208.63,0
rl,38.7,208.63,0
rl,38.8,208.63,0
rl,38.9,208.63,0
rl,39,208.63,0
rl,39.1,208.63,0
rl,39.2,208.63,0
rl,39.3,208.65,0.26
rl,39.4,208.67,0.13
rl,39.5,208.71,0.39
rl,39.6,208.77,0.64
rl,39.7,208.84,0.65
rl,39.8,208.9,0.61
rl,39.9,208.95,0.48
rl,40,208.99,0.43
rl,40.1,209.04,0.5
rl,40.2,209.06,0.2
rl,40.3,209.06,0
rl,40.4,209.09,0.26
rl,40.5,209.14,0.52
rl,40.6,209.22,0.78
rl,40.7,209.32,1.04
rl,40.8,209.39,0.74
rl,40.9,209.47,0.75
rl,41,209.57,1.01
rl,41.1,209.67,1
rl,41.2,209.78,1.06
rl,41.3,209.89,1.16
rl,41.4,210.03,1.42
rl,41.5,210.15,1.13
rl,41.6,210.29,1.39
rl,41.7,210.39,1.09
rl,41.8,210.47,0.79
rl,41.9,210.58,1.05
rl,42,210.69,1.14
rl,42.1,210.78,0.85
rl,42.2,210.88,1.05
rl,42.3,210.98,0.99
rl,42.4,211.11,1.25
rl,42.5,211.21,1.01
rl,42.6,211.34,1.27
rl,42.7,211.49,1.53
rl,42.8,211.67,1.79
rl,42.9,211.87,2.05
rl,43,212.08,2.07
rl,43.1,212.28,2.04
rl,43.2,212.52,2.3
rl,43.3,212.77,2.56
rl,43.4,213,2.27
rl,43.5,213.24,2.41
rl,43.6,213.5,2.61
rl,43.7,213.79,2.87
rl,43.8,214.08,2.88
rl,43.9,214.35,2.74
rl,44,214.61,2.64
rl,44.1,214.9,2.83
rl,44.2,215.21,3.09
rl,44.3,215.49,2.84
rl,44.4,215.75,2.65
rl,44.5,216.04,2.9
rl,44.6,216.36,3.16
rl,44.7,216.67,3.09
rl,44.8,216.97,3.07
rl,44.9,217.31,3.33
rl,45,217.62,3.11
rl,45.1,217.95,3.3
rl,45.2,218.27,3.21
rl,45.3,218.59,3.25
rl,45.4,218.9,3.02
rl,45.5,219.18,2.8
rl,45.6,219.48,3.03
rl,45.7,219.77,2.89
rl,45.8,220.04,2.73
rl,45.9,220.32,2.82
rl,46,220.59,2.65
rl,46.1,220.87,2.77
rl,46.2,221.14,2.73
rl,46.3,221.42,2.8
rl,46.4,221.71,2.91
rl,46.5,221.98,2.72
rl,46.6,222.28,2.98
rl,46.7,222.6,3.24
rl,46.8,222.9,3
rl,46.9,223.17,2.7
rl,47,223.45,2.78
rl,47.1,223.7,2.49
rl,47.2,223.92,2.19
rl,47.3,224.16,2.45
rl,47.4,224.4,2.32
rl,47.5,224.65,2.58
rl,47.6,224.92,2.63
rl,47.7,225.15,2.33
rl,47.8,225.35,2.04
rl,47.9,225.53,1.74
rl,48,225.69,1.6
rl,48.1,225.82,1.36
rl,48.2,225.99,1.62
rl,48.3,226.17,1.88
rl,48.4,226.33,1.58
rl,48.5,226.52,1.84
rl,48.6,226.72,2
rl,48.7,226.91,1.98
rl,48.8,227.08,1.69
rl,48.9,227.28,1.95
rl,49,227.45,1.73
rl,49.1,227.59,1.43
rl,49.2,227.74,1.49
rl,49.3,227.86,1.19
rl,49.4,227.96,0.98
rl,49.5,228.09,1.24
rl,49.6,228.23,1.47
rl,49.7,228.4,1.73
rl,49.8,228.55,1.43
rl,49.9,228.66,1.13
rl,50,228.75,0.87
rl,50.1,228.83,0.81
rl,50.2,228.93,1
rl,50.3,229,0.71
rl,50.4,229.1,0.97
rl,50.5,229.22,1.23
rl,50.6,229.31,0.93
rl,50.7,229.43,1.19
rl,50.8,229.58,1.45
rl,50.9,229.73,1.55
rl,51,229.91,1.81
rl,51.1,230.07,1.52
rl,51.2,230.19,1.22
rl,51.3,230.34,1.48
rl,51.4,230.48,1.43
rl,51.5,230.6,1.19
rl,51.6,230.74,1.45
rl,51.7,230.86,1.15
rl,51.8,231,1.41
rl,51.9,231.17,1.67
rl,52,231.36,1.93
rl,52.1,231.55,1.87
rl,52.2,231.7,1.57
rl,52.3,231.86,1.54
rl,52.4,231.99,1.35
rl,52.5,232.15,1.61
rl,52.6,232.31,1.6
rl,52.7,232.44,1.3
rl,52.8,232.55,1.01
rl,52.9,232.65,1.08
rl,53,232.78,1.28
rl,53.1,232.92,1.37
rl,53.2,233.03,1.16
rl,53.3,233.12,0.86
rl,53.4,233.18,0.56
rl,53.5,233.26,0.82
rl,53.6,233.31,0.53
rl,53.7,233.33,0.23
rl,53.8,233.37,0.33
rl,53.9,233.37,0.03
rl,54,233.4,0.29
rl,54.1,233.45,0.55
rl,54.2,233.52,0.61
rl,54.3,233.57,0.58
rl,54.4,233.61,0.33
rl,54.5,233.67,0.59
rl,54.6,233.75,0.85
rl,54.7,233.85,1
rl,54.8,233.92,0.7
rl,54.9,234.02,0.96
rl,55,234.14,1.22
rl,55.1,234.24,1.04
rl,55.2,234.36,1.17
rl,55.3,234.45,0.91
rl,55.4,234.57,1.17
rl,55.5,234.71,1.43
rl,55.6,234.88,1.69
rl,55.7,235.08,1.95
rl,55.8,235.26,1.84
rl,55.9,235.47,2.1
rl,56,235.68,2.11
rl,56.1,235.87,1.9
rl,56.2,236.03,1.61
rl,56.3,236.17,1.4
rl,56.4,236.28,1.12
rl,56.5,236.42,1.38
rl,56.6,236.58,1.64
rl,56.7,236.72,1.34
rl,56.8,236.83,1.11
rl,56.9,236.97,1.37
rl,57,237.07,1.07
rl,57.1,237.19,1.13
rl,57.2,237.33,1.39
rl,57.3,237.43,1.09
rl,57.4,237.56,1.29
rl,57.5,237.68,1.21
rl,57.6,237.83,1.47
rl,57.7,238,1.65
rl,57.8,238.16,1.62
rl,57.9,238.29,1.32
rl,58,238.45,1.58
rl,58.1,238.62,1.67
rl,58.2,238.8,1.87
rl,58.3,238.96,1.58
rl,58.4,239.14,1.84
rl,58.5,239.33,1.83
rl,58.6,239.54,2.09
rl,58.7,239.77,2.31
rl,58.8,239.97,2.01
rl,58.9,240.14,1.73
rl,59,240.34,1.99
human,1.2,5.1,8.09
human,1.3,5.92,8.19
human,1.4,6.75,8.29
human,1.5,7.59,8.39
human,1.6,8.44,8.49
human,1.7,9.29,8.58
human,1.8,10.16,8.68
human,1.9,11.04,8.78
human,2,11.93,8.88
human,2.1,12.83,8.98
human,2.2,13.73,9.08
human,2.3,14.65,9.17
human,2.4,15.57,9.23
human,2.5,16.5,9.23
human,2.6,17.42,9.23
human,2.7,18.34,9.23
human,2.8,19.27,9.23
human,2.9,20.19,9.23
human,3,21.11,9.23
human,3.1,22.04,9.23
human,3.2,22.96,9.23
human,3.3,23.89,9.23
human,3.4,24.81,9.23
human,3.5,25.73,9.23
human,3.6,26.66,9.23
human,3.7,27.58,9.23
human,3.8,28.5,9.23
human,3.9,29.43,9.23
human,4,30.35,9.23
human,4.1,31.27,9.23
human,4.2,32.2,9.23
human,4.3,33.12,9.23
human,4.4,34.04,9.23
human,4.5,34.97,9.23
human,4.6,35.89,9.23
human,4.7,36.81,9.23
human,4.8,37.74,9.23
human,4.9,38.66,9.23
human,5,39.58,9.23
human,5.1,40.51,9.23
human,5.2,41.43,9.23
human,5.3,42.36,9.23
human,5.4,43.28,9.23
human,5.5,44.2,9.23
human,5.6,45.13,9.23
human,5.7,46.05,9.23
human,5.8,46.97,9.23
human,5.9,47.9,9.23
human,6,48.82,9.23
human,6.1,49.74,9.23
human,6.2,50.67,9.23
human,6.3,51.59,9.23
human,6.4,52.51,9.23
human,6.5,53.44,9.23
human,6.6,54.36,9.23
human,6.7,55.28,9.23
human,6.8,56.21,9.23
human,6.9,57.13,9.23
human,7,58.05,9.23
human,7.1,58.98,9.23
human,7.2,59.9,9.23
human,7.3,60.82,9.23
human,7.4,61.75,9.23
human,7.5,62.67,9.23
human,7.6,63.6,9.23
human,7.7,64.52,9.23
human,7.8,65.44,9.23
human,7.9,66.37,9.23
human,8,67.29,9.23
human,8.1,68.21,9.23
human,8.2,69.14,9.23
human,8.3,70.06,9.23
human,8.4,70.98,9.23
human,8.5,71.91,9.23
human,8.6,72.83,9.23
human,8.7,73.75,9.23
human,8.8,74.68,9.23
human,8.9,75.6,9.23
human,9,76.52,9.23
human,9.1,77.45,9.23
human,9.2,78.37,9.23
human,9.3,79.29,9.23
human,9.4,80.22,9.23
human,9.5,81.14,9.23
human,9.6,82.07,9.23
human,9.7,82.99,9.23
human,9.8,83.91,9.23
human,9.9,84.84,9.23
human,10,85.76,9.23
human,10.1,86.68,9.23
human,10.2,87.61,9.23
human,10.3,88.53,9.23
human,10.4,89.45,9.23
human,10.5,90.38,9.23
human,10.6,91.3,9.23
human,10.7,92.22,9.23
human,10.8,93.15,9.23
human,10.9,94.07,9.23
human,11,94.99,9.23
human,11.1,95.92,9.23
human,11.2,96.84,9.23
human,11.3,97.76,9.23
human,11.4,98.69,9.23
human,11.5,99.61,9.23
human,11.6,100.54,9.23
human,11.7,101.46,9.23
human,11.8,102.38,9.23
human,11.9,103.31,9.23
human,12,104.23,9.23
human,12.1,105.15,9.23
human,12.2,106.08,9.23
human,12.3,107,9.23
human,12.4,107.92,9.23
human,12.5,108.85,9.23
human,12.6,109.77,9.23
human,12.7,110.69,9.23
human,12.8,111.62,9.23
human,12.9,112.54,9.23
human,13,113.46,9.23
human,13.1,114.39,9.23
human,13.2,115.31,9.23
human,13.3,116.23,9.23
human,13.4,117.16,9.23
human,13.5,118.08,9.23
human,13.6,119,9.23
human,13.7,119.93,9.23
human,13.8,120.85,9.23
human,13.9,121.78,9.23
human,14,122.7,9.23
human,14.1,123.62,9.23
human,14.2,124.55,9.23
human,14.3,125.47,9.23
human,14.4,126.39,9.23
human,14.5,127.32,9.23
human,14.6,128.24,9.23
human,14.7,129.16,9.23
human,14.8,130.09,9.23
human,14.9,131.01,9.23
human,15,131.93,9.23
human,15.1,132.86,9.23
human,15.2,133.78,9.23
human,15.3,134.7,9.23
human,15.4,135.63,9.23
human,15.5,136.55,9.23
human,15.6,137.47,9.23
human,15.7,138.4,9.23
human,15.8,139.32,9.23
human,15.9,140.25,9.23
human,16,141.17,9.23
human,16.1,142.09,9.23
human,16.2,143.02,9.23
human,16.3,143.94,9.23
human,16.4,144.86,9.23
human,16.5,145.79,9.23
human,16.6,146.71,9.23
human,16.7,147.63,9.23
human,16.8,148.56,9.23
human,16.9,149.48,9.23
human,17,150.4,9.23
human,17.1,151.33,9.23
human,17.2,152.25,9.23
human,17.3,153.17,9.23
human,17.4,154.1,9.23
human,17.5,155.02,9.23
human,17.6,155.94,9.23
human,17.7,156.87,9.23
human,17.8,157.79,9.23
human,17.9,158.72,9.23
human,18,159.64,9.23
human,18.1,160.56,9.23
human,18.2,161.49,9.23
human,18.3,162.41,9.23
human,18.4,163.33,9.23
human,18.5,164.26,9.23
human,18.6,165.18,9.23
human,18.7,166.1,9.23
human,18.8,167.03,9.23
human,18.9,167.95,9.23
human,19,168.87,9.23
human,19.1,169.8,9.23
human,19.2,170.72,9.23
human,19.3,171.64,9.23
human,19.4,172.57,9.23
human,19.5,173.49,9.23
human,19.6,174.41,9.23
human,19.7,175.34,9.23
human,19.8,176.26,9.23
human,19.9,177.19,9.23
human,20,178.11,9.23
human,20.1,179.03,9.23
human,20.2,179.96,9.23
human,20.3,180.88,9.23
human,20.4,181.8,9.23
human,20.5,182.73,9.23
human,20.6,183.65,9.23
human,20.7,184.57,9.23
human,20.8,185.5,9.23
human,20.9,186.42,9.23
human,21,187.34,9.23
human,21.1,188.27,9.23
human,21.2,189.19,9.23
human,21.3,190.11,9.23
human,21.4,191.04,9.23
human,21.5,191.96,9.23
human,21.6,192.88,9.23
human,21.7,193.81,9.23
human,21.8,194.73,9.23
human,21.9,195.65,9.23
human,22,196.58,9.23
human,22.1,197.5,9.23
human,22.2,198.43,9.23
human,22.3,199.35,9.23
human,22.4,199.62,9.23
human,22.5,200.55,9.23
human,22.6,201.47,9.23
human,22.7,202.39,9.23
human,22.8,203.32,9.23
human,22.9,204.24,9.23
human,23,205.16,9.23
human,23.1,206.09,9.23
human,23.2,207.01,9.23
human,23.3,207.93,9.23
human,23.4,208.86,9.23
human,23.5,209.78,9.23
human,23.6,210.7,9.23
human,23.7,211.63,9.23
human,23.8,212.55,9.23
human,23.9,213.47,9.23
human,24,214.4,9.23
human,24.1,215.32,9.23
human,24.2,216.25,9.23
human,24.3,217.17,9.23
human,24.4,218.09,9.23
human,24.5,219.02,9.23
human,24.6,219.94,9.23
human,24.7,220.86,9.23
human,24.8,221,9.23
human,24.9,221.92,9.23
human,25,222.84,9.23
human,25.1,223.77,9.23
human,25.2,224.69,9.23
human,25.3,225.61,9.23
human,25.4,226.54,9.23
human,25.5,227.46,9.23
human,25.6,228.38,9.23
human,25.7,229.31,9.23
human,25.8,230.23,9.23
human,25.9,231.15,9.23
human,26,232.08,9.23
human,26.1,233,9.23
human,26.2,233.93,9.23
human,26.3,234.85,9.23
human,26.4,235.77,9.23
human,26.5,236.7,9.23
human,26.6,237.62,9.23
human,26.7,238.54,9.23
human,26.8,239.47,9.23
human,26.9,240.39,9.23
human,27,241.31,9.23
human,27.1,242.24,9.23
human,27.2,243.16,9.23
human,27.3,244.08,9.23
human,27.4,245.01,9.23
human,27.5,245.93,9.23
human,27.6,246.85,9.23
human,27.7,247.78,9.23
human,27.8,248.7,9.23
human,27.9,249.62,9.23
human,28,250.55,9.23
human,28.1,251.47,9.23
human,28.2,252.39,9.23
human,28.3,253.32,9.23
human,28.4,254.24,9.23
human,28.5,255.17,9.23
human,28.6,256.09,9.23
human,28.7,257.01,9.23
human,28.8,257.94,9.23
human,28.9,258.86,9.23
human,29,259.78,9.23
human,29.1,260.71,9.23
human,29.2,261.63,9.23
human,29.3,262.55,9.23
human,29.4,263.48,9.23
human,29.5,264.4,9.23
human,29.6,265.32,9.23
human,29.7,266.25,9.23
human,29.8,267.17,9.23
human,29.9,268.09,9.23
human,30,269.02,9.23
human,30.1,269.94,9.23
human,30.2,270.86,9.23
human,30.3,271.79,9.23
human,30.4,272.71,9.23
human,30.5,273.64,9.23
human,30.6,274.56,9.23
human,30.7,275.48,9.23
human,30.8,276.41,9.23
human,30.9,277.33,9.23
human,31,278.25,9.23
human,31.1,279.18,9.23
human,31.2,280.1,9.23
human,31.3,281.02,9.23
human,31.4,281.95,9.23
human,31.5,282.87,9.23
human,31.6,283.79,9.23
human,31.7,284.72,9.23
human,31.8,285.64,9.23
human,31.9,286.56,9.23
human,32,287.49,9.23
human,32.1,288.41,9.23
human,32.2,289.33,9.23
human,32.3,290.26,9.23
human,32.4,291.18,9.23
human,32.5,292.11,9.23
human,32.6,293.03,9.23
human,32.7,293.95,9.23
human,32.8,294.88,9.23
human,32.9,295.8,9.23
human,33,296.72,9.23
human,33.1,297.65,9.23
human,33.2,298.57,9.23
human,33.3,299.49,9.23
human,33.4,300.42,9.23
human,33.5,301.34,9.23
human,33.6,302.26,9.23
human,33.7,303.19,9.23
human,33.8,304.11,9.23
human,33.9,305.03,9.23
human,34,305.96,9.23
human,34.1,306.88,9.23
human,34.2,307.8,9.23
human,34.3,308.73,9.23
human,34.4,309.65,9.23
human,34.5,310.58,9.23
human,34.6,311.5,9.23
human,34.7,312.42,9.23
human,34.8,313.35,9.23
human,34.9,314.27,9.23
human,35,315.19,9.23
human,35.1,316.12,9.23
human,35.2,317.04,9.23
human,35.3,317.96,9.23
human,35.4,318.89,9.23
human,35.5,319.81,9.23
human,35.6,320.73,9.23
human,35.7,321.66,9.23
human,35.8,322.58,9.23
human,35.9,323.5,9.23
human,36,324.43,9.23
human,36.1,325.35,9.23
human,36.2,326.27,9.23
human,36.3,327.2,9.23
human,36.4,328.12,9.23
human,36.5,329.04,9.23
human,36.6,329.97,9.23
human,36.7,330.89,9.23
human,36.8,331.82,9.23
human,36.9,332.74,9.23
human,37,333.66,9.23
human,37.1,334.59,9.23
human,37.2,335.51,9.23
human,37.3,336.43,9.23
human,37.4,337.36,9.23
human,37.5,338.28,9.23
human,37.6,339.2,9.23
human,37.7,340.13,9.23
human,37.8,341.05,9.23
human,37.9,341.97,9.23
human,38,342.9,9.23
human,38.1,343.82,9.23
human,38.2,344.74,9.23
human,38.3,345.67,9.23
human,38.4,346.59,9.23
human,38.5,347.51,9.23
human,38.6,348.44,9.23
human,38.7,349.36,9.23
human,38.8,350.29,9.23
human,38.9,351.21,9.23
human,39,352.13,9.23
human,39.1,353.06,9.23
human,39.2,353.98,9.23
human,39.3,354.9,9.23
human,39.4,355.83,9.23
human,39.5,356.75,9.23
human,39.6,357.67,9.23
human,39.7,358.6,9.23
human,39.8,359.52,9.23
human,39.9,360.44,9.23
human,40,361.37,9.23
human,40.1,362.29,9.23
human,40.2,363.21,9.23
human,40.3,364.14,9.23
human,40.4,365.06,9.23
human,40.5,365.98,9.23
human,40.6,366.91,9.23
human,40.7,367.83,9.23
human,40.8,368.76,9.23
human,40.9,369.68,9.23
human,41,370.6,9.23
human,41.1,371.53,9.23
human,41.2,372.45,9.23
human,41.3,373.37,9.23
human,41.4,374.3,9.23
human,41.5,375.22,9.23
human,41.6,376.14,9.23
human,41.7,377.07,9.23
human,41.8,377.99,9.23
human,41.9,378.91,9.23
human,42,379.84,9.23
human,42.1,380.76,9.23
human,42.2,381.68,9.23
human,42.3,382.61,9.23
